city,weather_description,temperature,Feels Like,Minimun Temp,Maximum Temp,Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Bengaluru,scattered clouds,26.80000000000001,28.170000000000016,25.900000000000034,26.80000000000001,1014,65,5.14,2023-08-17 19:29:40,2023-08-17 06:07:39,2023-08-17 18:40:13
